id,entity string
8773,concept:clothing:sarongs
8774,concept:model:play
8775,concept:politicsblog:hartford_courant
8776,concept:hobby:orchestra
8777,concept:clothing:belt_buckles
8778,concept:city:seville
8779,concept:radiostation:wmgt
8780,concept:organization:experian_credit_bureau
8781,concept:politicianus:david_wells
8782,concept:city:loma_linda
8783,concept:company:washington_post_book_reviews
8784,concept:academicfield:graduate_studies
8785,concept:county:keene
8786,concept:clothing:tights
8787,concept:actor:william_gould
8788,concept:person:doctor_death
8789,concept:programminglanguage:dd
8790,concept:university:wake_forest
8791,concept:musicsong:panama
8792,concept:visualizablescene:sun_city
8793,concept:attraction:victoria001
8794,concept:profession:security
8795,concept:ceo:peter_kurer
8796,concept:medicalprocedure:limbs
8797,concept:academicfield:general_membership
8798,concept:hallwayitem:plan
8799,concept:sportsteam:loyola_greyhounds
8800,concept:musician:donald_fagen
8801,concept:buildingfeature:security
8802,concept:clothing:short_black_skirt
8803,concept:sportsleague:mlb
8804,concept:musicartist:t_shirts
8805,concept:geopoliticallocation:bahia_pinas
8806,concept:company:wcmh_tv
8807,concept:sportsteam:minnesota_state_mavericks
8808,concept:coach:terry_murray
8809,concept:county:union_city
8810,concept:city:del_rio
8811,concept:wallitem:effort
8812,concept:bank:guggenheim_partners
8813,concept:visualizablething:fluids
8814,concept:clothing:long_pants
8815,concept:city:martinsburg
8816,concept:city:inverness
8817,concept:ceo:chang_yung_fa
8818,concept:park:marketing
8819,concept:personus:jose_castillo
8820,concept:athlete:christian_ponder
8821,concept:writer:vaclav_klaus
8822,concept:dateliteral:n1954
8823,concept:museum:american_society
8824,concept:company:webex
8825,concept:geopoliticalorganization:bandar_seri_begawan
8826,concept:company:samsung
8827,concept:geopoliticalorganization:jodhpur
8828,concept:sportsteam:howard_bison
8829,concept:televisionshow:saturday
8830,concept:currency:kroon
8831,concept:clothing:pinstripe_pants
8832,concept:personus:david_lee
8833,concept:clothing:blue_denim_shirt
8834,concept:beach:beach_haven
8835,concept:geopoliticalorganization:ticket
8836,concept:profession:educators
8837,concept:animal:hen
8838,concept:company:usair
8839,concept:consumerelectronicitem:agreement
8840,concept:geopoliticallocation:nutley
8841,concept:city:roma
8842,concept:personeurope:n2_2
8843,concept:emotion:designee
8844,concept:visualizablescene:ringwood
8845,concept:company:commscope
8846,concept:museum:avery_fisher_hall
8847,concept:geopoliticallocation:cartersville
8848,concept:professionalorganization:business_aviation_association
8849,concept:emotion:luck
8850,concept:personcanada:cat_stevens
8851,concept:clothing:sleeve_tops
8852,concept:radiostation:wxin
8853,concept:website:scientific_american
8854,concept:personus:gerardo_parra
8855,concept:tableitem:region
8856,concept:mammal:alien
8857,concept:geopoliticallocation:nord_pas_de_calais
8858,concept:mldataset:aol
8859,concept:country:egypt
8860,concept:profession:otolaryngologists
8861,concept:software:office_2003
8862,concept:sport:board_certified
8863,concept:musicartist:robbie_robertson
8864,concept:academicfield:services_policy
8865,concept:coach:dennis_felton
8866,concept:buildingfeature:brands
8867,concept:bedroomitem:rate
8868,concept:clothing:cotton_trousers
8869,concept:visualartmovement:american
8870,concept:county:conditions
8871,concept:hallwayitem:pump
8872,concept:televisionstation:wora
8873,concept:clothing:britches
8874,concept:coach:florida_panthers
8875,concept:celebrity:alan_doyle
8876,concept:city:ca
8877,concept:visualizablething:sturbridge
8878,concept:stateorprovince:tennessee
8879,concept:company:wmsn
8880,concept:company:khwb
8881,concept:clothing:athletic_shorts
8882,concept:ceo:leslie_moonves
8883,concept:company:kwex_tv
8884,concept:sportsleague:league
8885,concept:personus:reggie_williams
8886,concept:landscapefeatures:transport
8887,concept:sportsteam:washburn_ichabods
8888,concept:personnorthamerica:warner_bros
8889,concept:highway:la_center
8890,concept:publication:world_bank_data
8891,concept:radiostation:ksms
8892,concept:politicalparty:political_history
8893,concept:hallwayitem:flock
8894,concept:sportsteam:dakota_state_trojans
8895,concept:governmentorganization:republican_congress
8896,concept:personmexico:al_east
8897,concept:organization:boston_bruins
8898,concept:cardgame:plus
8899,concept:athlete:clayton_tanner
8900,concept:scientist:advanced_search
8901,concept:geopoliticallocation:waltham
8902,concept:traditionalgame:extended_two
8903,concept:televisionstation:kcby_tv
8904,concept:clothing:leg_warmers
8905,concept:stateorprovince:sergipe
8906,concept:bodypart:groin_area
8907,concept:location:fars
8908,concept:clothing:plaid_skirts
8909,concept:televisionstation:nh
8910,concept:amphibian:crowned_eagle
8911,concept:company:bskyb
8912,concept:ceo:william_h__swanson
8913,concept:website:med_line
8914,concept:politicianus:mark
8915,concept:clothing:sheath_dress
8916,concept:personeurope:allegan
8917,concept:city:grandview
8918,concept:personcanada:pat_benatar
8919,concept:language:spanish_language
8920,concept:planet:problem
8921,concept:hotel:esa_lax_airport
8922,concept:radiostation:kstw
8923,concept:sportsteam:n_illinois_huskies
8924,concept:personus:billy_graham
8925,concept:bank:fedex_2_day
8926,concept:geopoliticallocation:moldova
8927,concept:visualizablescene:bourbonnais
8928,concept:city:crystal_lake
8929,concept:politicianus:carl_b__stokes
8930,concept:county:rutherford
8931,concept:musician:jello_biafra
8932,concept:magazine:intuit
8933,concept:sportsteam:olde_towne_team
8934,concept:physicalaction:states
8935,concept:nongovorganization:naacp
8936,concept:city:spanish
8937,concept:personmexico:cliff_lee
8938,concept:city:carrsville
8939,concept:county:edison
8940,concept:sportsgame:n12_miles
8941,concept:company:realnetworks
8942,concept:city:perris
8943,concept:city:des_plaines
8944,concept:person:wood
8945,concept:programminglanguage:uml
8946,concept:eventoutcome:sale
8947,concept:perceptionaction:mom
8948,concept:personaustralia:david_komansky
8949,concept:publication:frontline
8950,concept:writer:boswell
8951,concept:person:powers
8952,concept:clothing:robe
8953,concept:company:bsx
8954,concept:recordlabel:commonwealth_edison
8955,concept:stateorprovince:haut_rhin
8956,concept:website:newsweek
8957,concept:company:dell001
8958,concept:website:yahoo_com
8959,concept:criminal:duck
8960,concept:visualizablething:ocoee
8961,concept:radiostation:wftv
8962,concept:ceo:peter_g__peterson
8963,concept:city:loveland
8964,concept:mammal:blooded_animals
8965,concept:sportsteam:phoenix_coyotes
8966,concept:clothing:underwear
8967,concept:city:web
8968,concept:recordlabel:podcast
8969,concept:city:newark
8970,concept:sportsteam:kent_state_golden_flashes
8971,concept:animal:beasts
8972,concept:writer:richard_rosenblatt
8973,concept:jobposition:benefits
8974,concept:company:whme_tv
8975,concept:person:body
8976,concept:race:thornhill
8977,concept:company:wctx_tv
8978,concept:company:monster
8979,concept:arachnid:movies
8980,concept:company:live_nation
8981,concept:person:team
8982,concept:biotechcompany:x_prize_foundation
8983,concept:geopoliticallocation:pascagoula
8984,concept:company:new_scientist001
8985,concept:university:capital_university_law
8986,concept:politicianus:hopeful_sen__barack_obama
8987,concept:profession:contractor
8988,concept:nondiseasecondition:issues
8989,concept:consumerelectronicitem:byword
8990,concept:ceo:mark_v__hurd
8991,concept:televisionstation:wfla_tv
8992,concept:company:google_founders
8993,concept:website:disney_world
8994,concept:product:service_terms
8995,concept:university:aquinas_college
8996,concept:actor:valley
8997,concept:city:winnipeg
8998,concept:coach:karl_dorrell
8999,concept:sociopolitical:reform
9000,concept:clothing:sports_shirt
9001,concept:journalist:lakers
9002,concept:county:pedricktown
9003,concept:politicaloffice:veterans
9004,concept:county:greendale
9005,concept:reptile:anhinga
9006,concept:journalist:jon_solomon
9007,concept:sportsteam:cal_poly_mustangs
9008,concept:person:set
9009,concept:personus:andruw_jones
9010,concept:university:madison
9011,concept:location:yardley
9012,concept:mountain:madeira
9013,concept:musicalbum:today
9014,concept:politicianus:hopeful_barack_obama
9015,concept:book:travels
9016,concept:bedroomitem:sale
9017,concept:nonneginteger:n17
9018,concept:sportsteam:slippery_rock_pride
9019,concept:governmentorganization:us_fish_and_wildlife_service
9020,concept:bird:penduline_tits
9021,concept:musicartist:darren_hayes
9022,concept:politicsblog:austin_american
9023,concept:geopoliticalorganization:blaine
9024,concept:company:yelp
9025,concept:televisionstation:kmtr
9026,concept:language:welsh
9027,concept:animal:animal_species
9028,concept:bird:turkeys
9029,concept:ceo:dunkin__donuts
9030,concept:sportsteam:atlanta_hawks
9031,concept:organization:milwaukee_braves
9032,concept:tool:cleaning
9033,concept:personus:ryan_braun
9034,concept:male:lotus
9035,concept:person:xiao_haopeng
9036,concept:geopoliticallocation:bowling_green
9037,concept:publication:mortgages
9038,concept:visualizablething:florissant
9039,concept:criminal:articles_seo
9040,concept:sportsteam:emory_eagles
9041,concept:arthropod:centipedes
9042,concept:airport:delta
9043,concept:politician:governor_blagojevich
9044,concept:politicianus:jay_nixon
9045,concept:retailstore:douglas_daft
9046,concept:island:miramichi
9047,concept:sportsteam:san_jose_sharks
9048,concept:person:greg_boyce
9049,concept:currency:angola
9050,concept:university:imperial_college
9051,concept:person:charles001
9052,concept:bank:fedex_smartpost
9053,concept:building:accommodation
9054,concept:beach:ortley_beach
9055,concept:city:silverado
9056,concept:personmexico:last_place
9057,concept:clothing:black_harem_pants
9058,concept:city:eugene
9059,concept:stateorprovince:wb
9060,concept:clothing:gray_tank_top
9061,concept:visualizablescene:jonesboro
9062,concept:clothing:hemp
9063,concept:book:journals
9064,concept:stadiumoreventvenue:mississippi_coast_coliseum
9065,concept:animal:grizzly_bears
9066,concept:magazine:ladies_home_journal
9067,concept:clothing:blue_shorts
9068,concept:artery:lower_extremities
9069,concept:politicsblog:denver_post
9070,concept:hobby:travelling
9071,concept:clothing:long_sleeved_shirt
9072,concept:politicsissue:age
9073,concept:clothing:white_bikini
9074,concept:company:european_pressphoto_agency
9075,concept:county:wyola
9076,concept:shoppingmall:expenses
9077,concept:newspaper:century
9078,concept:clothing:sweatsuit
9079,concept:geopoliticalorganization:port_arthur
9080,concept:weapon:facilities
9081,concept:bird:star
9082,concept:clothing:school_blazer
9083,concept:animal:black_contestant
9084,concept:politicaloffice:uae_minister
9085,concept:county:alexandria
9086,concept:company:us_postal
9087,concept:journalist:ed_bradley
9088,concept:vertebrate:hoofed_animals
9089,concept:ceo:carlos_ghosn
9090,concept:clothing:blue_coat
9091,concept:musicsong:manhattan
9092,concept:biotechcompany:cbn
9093,concept:river:mill_creek
9094,concept:county:panorama_city
9095,concept:sportsgame:days_last_month
9096,concept:clothing:turtleneck_shirts
9097,concept:hotel:hudson_hotel
9098,concept:visualizablething:pretoria
9099,concept:port:port_clinton
9100,concept:city:sydney
9101,concept:programminglanguage:master
9102,concept:city:capetown
9103,concept:room:child
9104,concept:language:pashto
9105,concept:language:tagalog
9106,concept:personus:willie_harris
9107,concept:female:wife_barbara
9108,concept:musicsong:teenagers
9109,concept:geopoliticalorganization:kwazulu_natal
9110,concept:politician:roosevelt
9111,concept:clothing:pink_t_shirt
9112,concept:ceo:kris_gopalakrishnan
9113,concept:personus:ted_lilly
9114,concept:bird:blue_jays
9115,concept:clothing:party_dress
9116,concept:musicalbum:number_two
9117,concept:visualizablething:coralville
9118,concept:hotel:westin_casuarina
9119,concept:clothing:leather_gloves
9120,concept:politicianus:president_george_h__bush
9121,concept:person:ritchie
9122,concept:geopoliticalorganization:sunshine_coast
9123,concept:company:mac_publishing_llc__
9124,concept:county:ceres
9125,concept:stadiumoreventvenue:three_rivers_stadium
9126,concept:clothing:apparel
9127,concept:city:freiburg
9128,concept:building:cemeteries
9129,concept:personmexico:kayak
9130,concept:personus:angel_pagan
9131,concept:company:hewlett_packard
9132,concept:stateorprovince:north_dakota
9133,concept:company:court_tv
9134,concept:city:flint
9135,concept:bank:bear_stearns
9136,concept:personaustralia:c_j__wilson
9137,concept:city:omaha
9138,concept:politicianus:mike_campbell
9139,concept:automobilemaker:nbr
9140,concept:politicsblog:the_daily
9141,concept:stadiumoreventvenue:dodger_stadium
9142,concept:agriculturalproduct:sundried_tomatoes
9143,concept:hospital:memphis
9144,concept:person:indy
9145,concept:governmentorganization:jersey_area_office
9146,concept:room:alerts
9147,concept:sportsteam:northwestern_state_demons
9148,concept:company:heated_issue
9149,concept:musicartist:toad_the_wet_sprocket
9150,concept:company:kxtv_tv
9151,concept:officeitem:quarters
9152,concept:musicalbum:methane
9153,concept:academicfield:applications
9154,concept:clothing:black_turtle_neck
9155,concept:city:el_monte
9156,concept:musicinstrument:faucet
9157,concept:coach:bob_toledo
9158,concept:date:daughter
9159,concept:city:brighton
9160,concept:automobilemaker:cadillac
9161,concept:geopoliticallocation:beaverton
9162,concept:city:airlines
9163,concept:clothing:knit_shirts
9164,concept:clothing:rashguards
9165,concept:politicsblog:watertown_daily_times
9166,concept:televisionstation:kcra_tv
9167,concept:company:koet
9168,concept:professionalorganization:restaurant_and_catering_association
9169,concept:geopoliticallocation:balkans
9170,concept:musicalbum:soundtrack
9171,concept:stateorprovince:mississippi
9172,concept:chemical:water_resources
9173,concept:city:communities
9174,concept:blog:world_report
9175,concept:color:flowers
9176,concept:personasia:sina
9177,concept:awardtrophytournament:boston_celtics
9178,concept:newspaper:wreg_tv
9179,concept:geopoliticallocation:benton_harbor
9180,concept:clothing:strap_shoes
9181,concept:clothing:loose_fitting_clothes
9182,concept:clothing:leather_mini_skirt
9183,concept:zoo:six_flags_great_adventure
9184,concept:clothing:leather_skirt
9185,concept:tradeunion:tuc
9186,concept:personaustralia:mike_timlin
9187,concept:personus:matt_diaz
9188,concept:clothing:flats
9189,concept:biotechcompany:corel_corporation
9190,concept:coach:clark_hunt
9191,concept:magazine:care
9192,concept:company:wset
9193,concept:stateorprovince:dayton
9194,concept:athlete:pujols
9195,concept:radiostation:wcsh
9196,concept:city:weatherford
9197,concept:sportsteam:houston_astros
9198,concept:parlourgame:three_miles
9199,concept:magazine:sporting_news
9200,concept:geopoliticalorganization:bharatpur
9201,concept:transportation:large_air
9202,concept:city:american_samoa
9203,concept:religion:spirit
9204,concept:politician:congress
9205,concept:bodypart:kidney001
9206,concept:bird:buzzards
9207,concept:company:the_sunday_times
9208,concept:currency:rupee
9209,concept:sportsteam:dowling_college_golden_lions
9210,concept:personus:george_mason
9211,concept:clothing:business_suit
9212,concept:biotechcompany:sony_corp
9213,concept:writer:scott_thomas
9214,concept:televisionstation:kget_tv
9215,concept:journalist:t_j__simers
9216,concept:city:madisonville
9217,concept:company:yahoo_position
9218,concept:room:systems
9219,concept:company:wkmu
9220,concept:retailstore:usps
9221,concept:clothing:cashmere_sweater
9222,concept:county:woonsocket
9223,concept:governmentorganization:peace_corps
9224,concept:city:seabrook
9225,concept:personeurope:united_states_congress
9226,concept:monarch:alexis_glick
9227,concept:sportsleague:archives
9228,concept:website:developers
9229,concept:river:stages
9230,concept:park:plaza_de_armas
9231,concept:stateorprovince:badajoz
9232,concept:city:thermopolis
9233,concept:city:lodz
9234,concept:televisionstation:wtsp
9235,concept:bank:fsa
9236,concept:stadiumoreventvenue:san_jose
9237,concept:company:ktvo_tv
9238,concept:city:fukui
9239,concept:trainstation:smithsonian
9240,concept:university:wachovia_bank
9241,concept:mlarea:feasibility
9242,concept:musicsong:numbers
9243,concept:clothing:maxi_dress
9244,concept:videogamesystem:ms_dos
9245,concept:stadiumoreventvenue:sprint_center
9246,concept:professionalorganization:learning_and_skills_council
9247,concept:clothing:pink_shorts
9248,concept:person:antoinette_batumubwira
9249,concept:book:team
9250,concept:stateorprovince:local
9251,concept:city:carmichael
9252,concept:landscapefeatures:areas
9253,concept:stateorprovince:mecklenburg_western_pomerania
9254,concept:bank:needham
9255,concept:politicsblog:arizona_republic
9256,concept:city:glens_falls
9257,concept:person:snyder
9258,concept:tradeunion:blues
9259,concept:company:hilton_hotels
9260,concept:geopoliticalorganization:la_romana
9261,concept:automobilemaker:trademark
9262,concept:book:artists
9263,concept:company:citysearch
9264,concept:academicfield:campuses
9265,concept:city:aalborg
9266,concept:ceo:jay_sugarman
9267,concept:hobby:sprint
9268,concept:musicsong:anniversary
9269,concept:writer:editor
9270,concept:river:aube
9271,concept:emotion:hip
9272,concept:weapon:requirements
9273,concept:company:netapp
9274,concept:company:kdtx_tv
9275,concept:company:ktmd
9276,concept:biotechcompany:nvidia
9277,concept:chemical:performance_water
9278,concept:election:charles_de_gaulle
9279,concept:athlete:nick_hill
9280,concept:personus:steve_ballmer
9281,concept:radiostation:wpga
9282,concept:city:green_bay
9283,concept:stadiumoreventvenue:dcu_center
9284,concept:blog:george_w__bush
9285,concept:crustacean:open_directory_project
9286,concept:city:milano
9287,concept:personcanada:jessica_hall
9288,concept:artery:supply_blood
9289,concept:actor:eric_francis
9290,concept:recordlabel:six_weeks
9291,concept:female:mother_theresa
9292,concept:university:unilever
9293,concept:ceo:masayoshi_son
9294,concept:profession:services_caseworkers
9295,concept:clothing:ballet_shoes
9296,concept:hobby:master
9297,concept:vegetable:mixed_greens
9298,concept:arthropod:spider_bites
9299,concept:clothing:capri_pants
9300,concept:athlete:leonys_martin
9301,concept:university:southern_methodist_university
9302,concept:newspaper:turn
9303,concept:jobposition:houston_vice
9304,concept:county:south_lake_tahoe
9305,concept:stadiumoreventvenue:invesco_field_at_mile_high
9306,concept:athlete:joselo_diaz
9307,concept:visualizablething:skin
9308,concept:city:morgantown
9309,concept:person:irv_kupcinet
9310,concept:sportsteam:knox_college_prairie_fire
9311,concept:product:services_cfda
9312,concept:company:krnv_tv
9313,concept:sport:jersey_bars
9314,concept:city:santa_clara
9315,concept:nondiseasecondition:mansion
9316,concept:city:asuncion
9317,concept:product:samsung_instinct
9318,concept:newspaper:sunday_times
9319,concept:city:brainerd
9320,concept:county:utah
9321,concept:organization:aps_colleges
9322,concept:mldataset:jan
9323,concept:county:families
9324,concept:university:texas_a_m
9325,concept:jobposition:share
9326,concept:musicalbum:liquid
9327,concept:televisionshow:superbook
9328,concept:website:revenues
9329,concept:university:ketchikan
9330,concept:actor:bernard_arnault
9331,concept:musicsong:girl
9332,concept:city:atherton
9333,concept:person:lanni
9334,concept:personus:dan_glickman
9335,concept:personus:eric_clapton
9336,concept:landscapefeatures:highlands
9337,concept:sportsteam:allegheny_gators
9338,concept:stateorprovince:wisconsin
9339,concept:stadiumoreventvenue:susquehanna_bank_center
9340,concept:country:turkey
9341,concept:county:ho_chi_minh_city
9342,concept:county:cape_cod
9343,concept:city:plano
9344,concept:crustacean:white
9345,concept:musicartist:lynyrd_skynyrd
9346,concept:geopoliticallocation:bridgewater
9347,concept:hobby:fine_arts
9348,concept:geopoliticallocation:santa_fe_springs
9349,concept:person:brett_baier
9350,concept:magazine:traveler
9351,concept:geopoliticallocation:encinitas
9352,concept:clothing:sleeveless_dress
9353,concept:journalist:bob_kravitz
9354,concept:mldataset:n33
9355,concept:perceptionaction:broadway
9356,concept:street:riverside
9357,concept:stadiumoreventvenue:york_city_center
9358,concept:company:crm_software
9359,concept:personus:gary_sheffield
9360,concept:organization:iberostar_hotels_and_resorts
9361,concept:city:rosemont
9362,concept:musicalbum:forty
9363,concept:sportsteam:ottawa_senators
9364,concept:sportsteam:gardner_webb_bulldogs
9365,concept:buildingfeature:price
9366,concept:company:wrgb
9367,concept:personaustralia:arthur_allen
9368,concept:geopoliticalorganization:fernley
9369,concept:hallwayitem:fall
9370,concept:language:uzbek
9371,concept:ceo:fred_goodwin
9372,concept:city:alto
9373,concept:stadiumoreventvenue:toyota_center
9374,concept:clothing:maternity
9375,concept:jobposition:leed_accredited_professional
9376,concept:sportsteam:indiana_wesleyan
9377,concept:actor:posts
9378,concept:person:gerald_ford
9379,concept:insect:midges
9380,concept:jobposition:lead_author
9381,concept:coach:mississippi_state_bulldogs
9382,concept:clothing:lounge_pants
9383,concept:musician:billie_joe_armstrong
9384,concept:mammal:predators
9385,concept:politician:rodham_clinton
9386,concept:coach:larry_blakeney
9387,concept:city:ridgefield
9388,concept:musicsong:factors
9389,concept:room:lithonia
9390,concept:language:brahui
9391,concept:beach:jacksonville
9392,concept:bank:usps_air_mail
9393,concept:street:broadview
9394,concept:athlete:craig_gentry
9395,concept:politicsblog:birmingham_news
9396,concept:city:ohio
9397,concept:televisionstation:wvbt
9398,concept:female:wendy_kopp
9399,concept:room:inn
9400,concept:organization:democratic_underground
9401,concept:city:bensenville
9402,concept:language:punjabi
9403,concept:musicartist:santiago
9404,concept:city:meerut
9405,concept:city:collinsville
9406,concept:city:port_moresby
9407,concept:city:guadalajara
9408,concept:city:elizabeth_city
9409,concept:city:tools
9410,concept:emotion:expense
9411,concept:company:wgem_tv
9412,concept:weatherphenomenon:flooding
9413,concept:biotechcompany:best_buy_inc
9414,concept:company:wal_mart_stores
9415,concept:book:last_voyage
9416,concept:bathroomitem:tap
9417,concept:person:greg001
9418,concept:geopoliticallocation:gardena
9419,concept:university:college
9420,concept:city:kuching
9421,concept:jobposition:unc_senior_vice
9422,concept:company:wvii_tv
9423,concept:programminglanguage:procedures
9424,concept:visualartist:franklin_delano_roosevelt
9425,concept:musician:david_bazan
9426,concept:city:mount_vernon
9427,concept:televisionshow:the_vice
9428,concept:currency:ariary
9429,concept:sportsteam:nj_devils
9430,concept:judge:nasd
9431,concept:radiostation:kvew
9432,concept:county:dobbs_ferry
9433,concept:personbylocation:dan_garton
9434,concept:city:garner
9435,concept:sportsteam:huston_tillotson_university_rams
9436,concept:person:dieter_schiessl
9437,concept:politicianus:howard_dean
9438,concept:company:cutanogen_corporation
9439,concept:attraction:new_york_area
9440,concept:profession:deaths
9441,concept:televisionstation:ksfx
9442,concept:aquarium:world_center
9443,concept:city:salem
9444,concept:insect:advantage
9445,concept:clothing:cords
9446,concept:clothing:green_skirt
9447,concept:blog:joomla
9448,concept:company:avon
9449,concept:clothing:bright_red_coats
9450,concept:buildingfeature:pool
9451,concept:televisionstation:traffic
9452,concept:city:abidjan
9453,concept:musicalbum:universal
9454,concept:jobposition:head
9455,concept:company:wcnc_tv
9456,concept:date:junior_year
9457,concept:journalist:larry_brooks
9458,concept:radiostation:kwhb
9459,concept:website:yahooligans_com
9460,concept:televisionstation:wggb
9461,concept:company:hotels_com
9462,concept:emotion:smell
9463,concept:ceo:stringer
9464,concept:politicianus:joan_of_arc
9465,concept:politicsblog:long_beach_press_telegram
9466,concept:personasia:jeff_suppan
9467,concept:clothing:white_striped_stockings
9468,concept:publication:drudge_report
9469,concept:website:blinkx
9470,concept:clothing:sweat_shirts
9471,concept:city:guyana
9472,concept:geopoliticalorganization:amherst
9473,concept:recordlabel:bertelsmann_ag
9474,concept:mlconference:vw
9475,concept:trainstation:sight
9476,concept:city:cerritos
9477,concept:city:steinbach
9478,concept:bank:hamburg
9479,concept:company:photo001
9480,concept:sportsteam:graceland_yellowjackets
9481,concept:room:condition
9482,concept:chef:news___observer
9483,concept:clothing:waist_coat
9484,concept:ceo:atsutoshi_nishida
9485,concept:personus:mark_teixeira
9486,concept:newspaper:st__louis_post_dispatch
9487,concept:musicartist:marc_ribot
9488,concept:model:daughter
9489,concept:invertebrate:stages
9490,concept:stateorprovince:virgina
9491,concept:geopoliticalorganization:pineland
9492,concept:sportsteam:mount_union_purple_raiders
9493,concept:hallwayitem:auto
9494,concept:personnorthamerica:fat_joe
9495,concept:stateorprovince:kapolei
9496,concept:coach:brian_france
9497,concept:person:jesus_guzman
9498,concept:company:wmaz_tv
9499,concept:company:knct
9500,concept:product:unilever
9501,concept:journalist:felicity_barringer
9502,concept:company:sadia
9503,concept:journalist:michael_hiltzik
9504,concept:university:ua
9505,concept:male:business
9506,concept:clothing:suspenders
9507,concept:city:indians
9508,concept:male:railroads
9509,concept:organization:management_association
9510,concept:transportation:transit_system
9511,concept:company:hunt_oil
9512,concept:male:kid
9513,concept:company:easyjet
9514,concept:company:small_medium_business
9515,concept:city:act
9516,concept:publication:macmillan
9517,concept:politicsissue:angeles
9518,concept:city:murrieta
9519,concept:recordlabel:roc_a_fella
9520,concept:person:susan
9521,concept:jobposition:defendant
9522,concept:stadiumoreventvenue:qwest_field
9523,concept:company:kmci_tv
9524,concept:university:bell_labs
9525,concept:actor:mike_smith
9526,concept:geopoliticallocation:sucre
9527,concept:coach:leavenworth
9528,concept:politicsblog:boston_herald
9529,concept:personus:jacoby_ellsbury
9530,concept:product:access
9531,concept:geopoliticalorganization:phillipsburg
9532,concept:city:batavia
9533,concept:company:cybersource_corporation
9534,concept:color:crimson_tide
9535,concept:automobilemaker:chrysler
9536,concept:politicsissue:occupations
9537,concept:city:haarlem
9538,concept:stateorprovince:bc
9539,concept:sportsteam:samford_bulldogs
9540,concept:radiostation:ksdk
9541,concept:reptile:galleries
9542,concept:person:david
9543,concept:clothing:casual_shirt
9544,concept:actor:oskaloosa
9545,concept:televisionstation:kxas_tv
9546,concept:stateorprovince:bas_rhin
9547,concept:company:waka
9548,concept:university:ford_motor_company
9549,concept:company:hulu_com
9550,concept:city:akron
9551,concept:university:mcgill_university
9552,concept:eventoutcome:effective_air
9553,concept:celltype:liver
9554,concept:year:congress
9555,concept:date:n1901
9556,concept:clothing:leotard
9557,concept:beverage:safe_water
9558,concept:personus:david_geffen
9559,concept:stadiumoreventvenue:fenway_park
9560,concept:buildingmaterial:nuts
9561,concept:chemical:fireworks
9562,concept:city:basking_ridge
9563,concept:professionalorganization:policy_national_institute
9564,concept:county:webster_city
9565,concept:personcanada:mike_lupica
9566,concept:clothing:seersucker_pants
9567,concept:date:n1929
9568,concept:actor:universal
9569,concept:musician:robin_zander
9570,concept:governmentorganization:panel
9571,concept:location:harwood_heights
9572,concept:company:wluc
9573,concept:sportsteam:d_c__united
9574,concept:company:der_spiegel
9575,concept:personmexico:fantasy_baseball
9576,concept:jobposition:municipalities
9577,concept:clothing:hot_pants
9578,concept:biotechcompany:ciena
9579,concept:person:lawrence
9580,concept:buildingmaterial:middle_east
9581,concept:ceo:paul_godfrey
9582,concept:company:rush_limbaugh
9583,concept:city:banta
9584,concept:politicsbill:act_
9585,concept:celebrity:art_alexakis
9586,concept:geopoliticalorganization:calistoga
9587,concept:insect:crickets
9588,concept:clothing:sleeve_bodysuits
9589,concept:company:kfct
9590,concept:clothing:designer_jeans
9591,concept:hotel:cranley
9592,concept:company:joost
9593,concept:animal:orcas
9594,concept:vertebrate:animals_people
9595,concept:politicianus:cindy_mccain
9596,concept:televisionstation:klfy
9597,concept:city:naugatuck
9598,concept:year:n80__
9599,concept:clothing:boa
9600,concept:clothing:dark_shirt
9601,concept:hotel:directory
9602,concept:musicsong:crossroads
9603,concept:city:barcelona
9604,concept:sportsteam:detroit_titans
9605,concept:ceo:dennis_kozlowski
9606,concept:company:hbgary
9607,concept:politicsblog:seattle_times
9608,concept:organization:it
9609,concept:clothing:comfortable_clothing
9610,concept:vehicle:services
9611,concept:attraction:aladdin_theatre
9612,concept:musicalbum:puzzle
9613,concept:coach:lavell_edwards
9614,concept:musician:steve_smith
9615,concept:conference:ifpi
9616,concept:sportsteam:wisconsin_green_bay_phoenix
9617,concept:profession:secretaries
9618,concept:visualizablescene:placentia
9619,concept:athlete:gil_mcdougald
9620,concept:geopoliticallocation:manistique
9621,concept:mammal:exotic_pets
9622,concept:bank:united_postal_service
9623,concept:physicalaction:supplies
9624,concept:company:wswp_tv
9625,concept:actor:collectors
9626,concept:island:sheung_wan
9627,concept:radiostation:wnyw
9628,concept:county:san_diego_county
9629,concept:clothing:long_black_coat
9630,concept:stadiumoreventvenue:philips_arena
9631,concept:journalist:josh_anderson
9632,concept:jobposition:internal_audit
9633,concept:academicfield:leadership
9634,concept:politicianus:thomas_brown
9635,concept:stadiumoreventvenue:reservation
9636,concept:recordlabel:vivendi_universal
9637,concept:person:richie_sambora
9638,concept:professionalorganization:marine_educators_association
9639,concept:politicalparty:committee
9640,concept:city:montpelier
9641,concept:city:lillehammer
9642,concept:transportation:room_air
9643,concept:physicalaction:service
9644,concept:sportsteam:derby_county
9645,concept:island:hazard
9646,concept:coach:green_bay_packers
9647,concept:street:palm_drive
9648,concept:clothing:gray_shirt
9649,concept:female:newcastle
9650,concept:city:nogales
